source_md5,source_path,class,line,split
00b8b3754b06da772faa1d6b754a6f81,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_191720_L31_PalletGHQ0808235321_Cavity9_B01BGV2_Fail7_Score(0.9998164).bmp,Foreign Matter,L31,test
011fe5aafd28d578b43cf70b35f2fdd0,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260908_054554_L31_PalletGHS0908102215_Cavity8_B01BK83_Fail7_Score(0.9999968).bmp,Foreign Matter,L31,test
0381e68905d73938521af5cff2820a80,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260827_100306_L31_PalletGHH0827143936_Cavity1_B01BLHP_Fail7_Score(0.9986361).bmp,Foreign Matter,L31,test
054e68199d52f8b09479e0bcf083891f,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260831_053322_L31_PalletGHR0831101007_Cavity3_B01BKV8_Fail7_Score(0.9999717).bmp,Foreign Matter,L31,test
06322e3b1a16867a4ef0d9537a865d15,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_114408_L31_PalletGHK0809162001_Cavity13_B01BGV9_Fail7_Score(0.9999545).bmp,Foreign Matter,L31,test
0a3734b46c2f61e7d2ef6b310390e8f8,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260820_002631_L31_PalletGHI0820050222_Cavity12_B01BK80_Fail7_Score(0.9990097).bmp,Foreign Matter,L31,test
0b7d7b0422db551c8c114bcdd79cb8fa,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260808_005828_L31_PalletGHE0808053425_Cavity4_B01BG29_Fail7_Score(0.9997587).bmp,Foreign Matter,L31,test
0c7a53d7bb36ba18c0671a7e3a4d1463,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260807_182957_L31_PalletGHR0807230537_Cavity7_B01BGTW_Fail7_Score(0.9946742).bmp,Foreign Matter,L31,test
0f341ad4358e0e832cdb3585520ee123,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260809_235329_L31_PalletGHH0810042929_Cavity11_B01BGVC_Fail7_Score(0.9985768).bmp,Foreign Matter,L31,test
0ff624ef43351a49f0d9a05b04f95876,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260817_092949_L31_PalletGHE0817140530_Cavity7_B01BHQ3_Fail7_Score(0.9935781).bmp,Foreign Matter,L31,test
10dbdc2fa25c2557b4aca7d9c9d44243,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260805_123424_L31_PalletGHS0805171007_Cavity3_B01BGTV_Fail7_Score(0.9999758)_1.0000_0.5913.bmp,Foreign Matter,L31,test
1103aad0ce72fb92ad2ef05b7606c17d,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260817_023827_L31_PalletGHP0817071408_Cavity11_B01BHQ1_Fail7_Score(0.9890829).bmp,Foreign Matter,L31,test
1d60f8bb7df6c1371049fb9e75899bc6,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260814_153857_L31_PalletGHD0814201519_Cavity1_B01BHKC_Fail7_Score(0.9997913).bmp,Foreign Matter,L31,test
1e9beff12bb6590b4633c7a94e45baba,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260828_161530_L31_PalletGHK0828204729_Cavity6_B01BKS5_Fail7_Score(0.9854442).bmp,Foreign Matter,L31,test
22cb36055d86f24f703568105d0bfffd,/data/FMD_Data_26082026/fmd_temp_images/Updated ICube Objects 20260915/Foreign Matter/20260823_100408_L31_PalletGHU0823144014_Cavity7_B01BK8R_Fail7_Score(0.9994166).bmp,Foreign Matter,L31,test
